Pokemon,Type,Species,Height,Weight,Abilities,EV Yield,Catch Rate,Base Friendship,Base Exp,Growth Rate,Egg Groups,Gender,Egg Cycles,HP Base,HP Min,HP Max,Attack Base,Attack Min,Attack Max,Defense Base,Defense Min,Defense Max,Special Attack Base,Special Attack Min,Special Attack Max,Special Defense Base,Special Defense Min,Special Defense Max,Speed Base,Speed Min,Speed Max,Sprite
Alolan Golem,"Rock, Electric",Megaton Pokémon,1.7 m (5′07″),316.0 kg (696.7 lbs),"1. Magnet Pull, 2. Sturdy, Galvanize (hidden ability)",3 Defense,"45 (5.9% with PokéBall, full HP)",50 (normal),223,Medium Slow,Mineral,"50% male, 50% female","15 (3,599–3,855 steps)",80,270,364,120,220,372,130,238,394,55,103,229,65,121,251,45,85,207,Alolan Golem.png
Golett,"Ground, Ghost",Automaton Pokémon,1.0 m (3′03″),92.0 kg (202.8 lbs),"1. Iron Fist, 2. Klutz, No Guard (hidden ability)",1 Attack,"190 (24.8% with PokéBall, full HP)",50 (normal),61,Medium Fast,Mineral,Genderless,"25 (6,169–6,425 steps)",59,228,322,74,137,271,50,94,218,35,67,185,50,94,218,35,67,185,Golett.png
Golisopod,"Bug, Water",Hard Scale Pokémon,2.0 m (6′07″),108.0 kg (238.1 lbs),1. Emergency Exit,2 Defense,"45 (5.9% with PokéBall, full HP)",50 (normal),186,Medium Fast,"Bug, Water 3","50% male, 50% female","20 (4,884–5,140 steps)",75,260,354,125,229,383,140,256,416,60,112,240,90,166,306,40,76,196,Golisopod.png
Golurk,"Ground, Ghost",Automaton Pokémon,2.8 m (9′02″),330.0 kg (727.5 lbs),"1. Iron Fist, 2. Klutz, No Guard (hidden ability)",2 Attack,"90 (11.8% with PokéBall, full HP)",50 (normal),169,Medium Fast,Mineral,Genderless,"25 (6,169–6,425 steps)",89,288,382,124,227,381,80,148,284,55,103,229,80,148,284,55,103,229,Golurk.png
Goodra,Dragon,Dragon Pokémon,2.0 m (6′07″),150.5 kg (331.8 lbs),"1. Sap Sipper, 2. Hydration, Gooey (hidden ability)",3 Sp. Def,"45 (5.9% with PokéBall, full HP)",35 (lower than normal),300,Slow,Dragon,"50% male, 50% female","40 (10,024–10,280 steps)",90,290,384,100,184,328,70,130,262,110,202,350,150,274,438,80,148,284,Goodra.png
Hisuian Goodra,"Steel, Dragon",Shell Bunker Pokémon,1.7 m (5′07″),334.1 kg (736.6 lbs),"1. Sap Sipper, 2. Shell Armor, Gooey (hidden ability)",3 Sp. Def,"45 (5.9% with PokéBall, full HP)",35 (lower than normal),300,Slow,Dragon,"50% male, 50% female","40 (10,024–10,280 steps)",80,270,364,100,184,328,100,184,328,110,202,350,150,274,438,60,112,240,Hisuian Goodra.png
Goomy,Dragon,Soft Tissue Pokémon,0.3 m (1′00″),2.8 kg (6.2 lbs),"1. Sap Sipper, 2. Hydration, Gooey (hidden ability)",1 Sp. Def,"45 (5.9% with PokéBall, full HP)",35 (lower than normal),60,Slow,Dragon,"50% male, 50% female","40 (10,024–10,280 steps)",45,200,294,50,94,218,35,67,185,55,103,229,75,139,273,40,76,196,Goomy.png
Gorebyss,Water,South Sea Pokémon,1.8 m (5′11″),22.6 kg (49.8 lbs),"1. Swift Swim, Hydration (hidden ability)",2 Sp. Atk,"60 (7.8% with PokéBall, full HP)",50 (normal),170,Erratic,Water 1,"50% male, 50% female","20 (4,884–5,140 steps)",55,220,314,84,155,293,105,193,339,114,209,359,75,139,273,52,98,223,Gorebyss.png
Gossifleur,Grass,Flowering Pokémon,0.4 m (1′04″),2.2 kg (4.9 lbs),"1. Cotton Down, 2. Regenerator, Effect Spore (hidden ability)",1 Sp. Def,"190 (24.8% with PokéBall, full HP)",50 (normal),50,Medium Fast,Grass,"50% male, 50% female","20 (4,884–5,140 steps)",40,190,284,40,76,196,60,112,240,40,76,196,60,112,240,10,22,130,Gossifleur.png
Gothita,Psychic,Fixation Pokémon,0.4 m (1′04″),5.8 kg (12.8 lbs),"1. Frisk, 2. Competitive, Shadow Tag (hidden ability)",1 Sp. Def,"200 (26.1% with PokéBall, full HP)",50 (normal),58,Medium Slow,Human-Like,"25% male, 75% female","20 (4,884–5,140 steps)",45,200,294,30,58,174,50,94,218,55,103,229,65,121,251,45,85,207,Gothita.png
Gothitelle,Psychic,Astral Body Pokémon,1.5 m (4′11″),44.0 kg (97.0 lbs),"1. Frisk, 2. Competitive, Shadow Tag (hidden ability)",3 Sp. Def,"50 (6.5% with PokéBall, full HP)",50 (normal),245,Medium Slow,Human-Like,"25% male, 75% female","20 (4,884–5,140 steps)",70,250,344,55,103,229,95,175,317,95,175,317,110,202,350,65,121,251,Gothitelle.png
Gothorita,Psychic,Manipulate Pokémon,0.7 m (2′04″),18.0 kg (39.7 lbs),"1. Frisk, 2. Competitive, Shadow Tag (hidden ability)",2 Sp. Def,"100 (13.1% with PokéBall, full HP)",50 (normal),137,Medium Slow,Human-Like,"25% male, 75% female","20 (4,884–5,140 steps)",60,230,324,45,85,207,70,130,262,75,139,273,85,157,295,55,103,229,Gothorita.png
Gouging Fire,"Fire, Dragon",Paradox Pokémon,3.5 m (11′06″),590.0 kg (1300.7 lbs),1. Protosynthesis,3 Defense,"10 (1.3% with PokéBall, full HP)",—,—,Slow,Undiscovered,Genderless,—,105,320,414,115,211,361,121,222,375,65,121,251,93,171,313,91,168,309,Gouging Fire.png
Gourgeist Average Size,"Ghost, Grass",Pumpkin Pokémon,0.9 m (2′11″),12.5 kg (27.6 lbs),"1. Pickup, 2. Frisk, Insomnia (hidden ability)",2 Defense,"60 (7.8% with PokéBall, full HP)",50 (normal),173,Medium Fast,Amorphous,"50% male, 50% female","20 (4,884–5,140 steps)",65,240,334,90,166,306,122,224,377,58,108,236,75,139,273,84,155,293,Gourgeist.png
Gourgeist Small Size,"Ghost, Grass",Pumpkin Pokémon,0.7 m (2′04″),9.5 kg (20.9 lbs),"1. Pickup, 2. Frisk, Insomnia (hidden ability)",2 Defense,"60 (7.8% with PokéBall, full HP)",50 (normal),173,Medium Fast,Amorphous,"50% male, 50% female","20 (4,884–5,140 steps)",55,220,314,85,157,295,122,224,377,58,108,236,75,139,273,99,182,326,Gourgeist.png
Gourgeist Large Size,"Ghost, Grass",Pumpkin Pokémon,1.1 m (3′07″),14.0 kg (30.9 lbs),"1. Pickup, 2. Frisk, Insomnia (hidden ability)",2 Defense,"60 (7.8% with PokéBall, full HP)",50 (normal),173,Medium Fast,Amorphous,"50% male, 50% female","20 (4,884–5,140 steps)",75,260,354,95,175,317,122,224,377,58,108,236,75,139,273,69,128,260,Gourgeist.png
Gourgeist Super Size,"Ghost, Grass",Pumpkin Pokémon,1.7 m (5′07″),39.0 kg (86.0 lbs),"1. Pickup, 2. Frisk, Insomnia (hidden ability)",2 Defense,"60 (7.8% with PokéBall, full HP)",50 (normal),173,Medium Fast,Amorphous,"50% male, 50% female","20 (4,884–5,140 steps)",85,280,374,100,184,328,122,224,377,58,108,236,75,139,273,54,101,227,Gourgeist.png
Grafaiai,"Poison, Normal",Toxic Monkey Pokémon,0.7 m (2′04″),27.2 kg (60.0 lbs),"1. Unburden, 2. Poison Touch, Prankster (hidden ability)",2 Speed,"90 (11.8% with PokéBall, full HP)",50 (normal),170,Medium Slow,Field,"50% male, 50% female","20 (4,884–5,140 steps)",63,236,330,95,175,317,65,121,251,80,148,284,72,134,267,110,202,350,Grafaiai.png
Granbull,Fairy,Fairy Pokémon,1.4 m (4′07″),48.7 kg (107.4 lbs),"1. Intimidate, 2. Quick Feet, Rattled (hidden ability)",2 Attack,"75 (9.8% with PokéBall, full HP)",50 (normal),158,Fast,"Fairy, Field","25% male, 75% female","20 (4,884–5,140 steps)",90,290,384,120,220,372,75,139,273,60,112,240,60,112,240,45,85,207,Granbull.png
Grapploct,Fighting,Tantrum Pokémon,1.6 m (5′03″),39.0 kg (86.0 lbs),"1. Limber, Technician (hidden ability)",2 Attack,"45 (5.9% with PokéBall, full HP)",50 (normal),168,Medium Slow,"Human-Like, Water 1","50% male, 50% female","25 (6,169–6,425 steps)",80,270,364,118,216,368,90,166,306,70,130,262,80,148,284,42,80,201,Grapploct.png
Graveler,"Rock, Ground",Rock Pokémon,1.0 m (3′03″),105.0 kg (231.5 lbs),"1. Rock Head, 2. Sturdy, Sand Veil (hidden ability)",2 Defense,"120 (15.7% with PokéBall, full HP)",50 (normal),137,Medium Slow,Mineral,"50% male, 50% female","15 (3,599–3,855 steps)",55,220,314,95,175,317,115,211,361,45,85,207,45,85,207,35,67,185,Graveler.png
Alolan Graveler,"Rock, Electric",Rock Pokémon,1.0 m (3′03″),110.0 kg (242.5 lbs),"1. Magnet Pull, 2. Sturdy, Galvanize (hidden ability)",2 Defense,"120 (15.7% with PokéBall, full HP)",50 (normal),137,Medium Slow,Mineral,"50% male, 50% female","15 (3,599–3,855 steps)",55,220,314,95,175,317,115,211,361,45,85,207,45,85,207,35,67,185,Alolan Graveler.png
Great Tusk,"Ground, Fighting",Paradox Pokémon,2.2 m (7′03″),320.0 kg (705.5 lbs),1. Protosynthesis,3 Attack,"30 (3.9% with PokéBall, full HP)",0 (lower than normal),285,Slow,Undiscovered,Genderless,"50 (12,594–12,850 steps)",115,340,434,131,240,397,131,240,397,53,99,225,53,99,225,87,161,300,Great Tusk.png
Greavard,Ghost,Ghost Dog Pokémon,0.6 m (2′00″),35.0 kg (77.2 lbs),"1. Pickup, Fluffy (hidden ability)",1 Attack,"120 (15.7% with PokéBall, full HP)",50 (normal),58,Medium Slow,Field,"50% male, 50% female","20 (4,884–5,140 steps)",50,210,304,61,114,243,60,112,240,30,58,174,55,103,229,34,65,183,Greavard.png
Greedent,Normal,Greedy Pokémon,0.6 m (2′00″),6.0 kg (13.2 lbs),"1. Cheek Pouch, Gluttony (hidden ability)",2 HP,"90 (11.8% with PokéBall, full HP)",50 (normal),161,Medium Fast,Field,"50% male, 50% female","20 (4,884–5,140 steps)",120,350,444,95,175,317,95,175,317,55,103,229,75,139,273,20,40,152,Greedent.png
Greninja,"Water, Dark",Ninja Pokémon,1.5 m (4′11″),40.0 kg (88.2 lbs),"1. Torrent, Protean (hidden ability)",3 Speed,"45 (5.9% with PokéBall, full HP)",50 (normal),265,Medium Slow,Water 1,"87.5% male, 12.5% female","20 (4,884–5,140 steps)",72,254,348,95,175,317,67,125,256,103,189,335,71,132,265,122,224,377,Greninja.png
Ash-Greninja,"Water, Dark",Ninja Pokémon,1.5 m (4′11″),40.0 kg (88.2 lbs),1. Battle Bond,3 Speed,"45 (5.9% with PokéBall, full HP)",50 (normal),265,Medium Slow,Undiscovered,"100% male, 0% female","20 (4,884–5,140 steps)",72,254,348,145,265,427,67,125,256,153,279,445,71,132,265,132,242,399,Greninja (Ash-Greninja).png
Grimer,Poison,Sludge Pokémon,0.9 m (2′11″),30.0 kg (66.1 lbs),"1. Stench, 2. Sticky Hold, Poison Touch (hidden ability)",1 HP,"190 (24.8% with PokéBall, full HP)",50 (normal),65,Medium Fast,Amorphous,"50% male, 50% female","20 (4,884–5,140 steps)",80,270,364,80,148,284,50,94,218,40,76,196,50,94,218,25,49,163,Grimer.png
Alolan Grimer,"Poison, Dark",Sludge Pokémon,0.7 m (2′04″),42.0 kg (92.6 lbs),"1. Poison Touch, 2. Gluttony, Power of Alchemy (hidden ability)",1 HP,"190 (24.8% with PokéBall, full HP)",50 (normal),65,Medium Fast,Amorphous,"50% male, 50% female","20 (4,884–5,140 steps)",80,270,364,80,148,284,50,94,218,40,76,196,50,94,218,25,49,163,Alolan Grimer.png
Grimmsnarl,"Dark, Fairy",Bulk Up Pokémon,1.5 m (4′11″),61.0 kg (134.5 lbs),"1. Prankster, 2. Frisk, Pickpocket (hidden ability)",3 Attack,"45 (5.9% with PokéBall, full HP)",50 (normal),255,Medium Fast,"Fairy, Human-Like","100% male, 0% female","20 (4,884–5,140 steps)",95,300,394,120,220,372,65,121,251,95,175,317,75,139,273,60,112,240,Grimmsnarl.png
Grookey,Grass,Chimp Pokémon,0.3 m (1′00″),5.0 kg (11.0 lbs),"1. Overgrow, Grassy Surge (hidden ability)",1 Attack,"45 (5.9% with PokéBall, full HP)",50 (normal),62,Medium Slow,"Field, Grass","87.5% male, 12.5% female","20 (4,884–5,140 steps)",50,210,304,65,121,251,50,94,218,40,76,196,40,76,196,65,121,251,Grookey.png
Grotle,Grass,Grove Pokémon,1.1 m (3′07″),97.0 kg (213.8 lbs),"1. Overgrow, Shell Armor (hidden ability)","1 Attack, 1 Defense","45 (5.9% with PokéBall, full HP)",50 (normal),142,Medium Slow,"Grass, Monster","87.5% male, 12.5% female","20 (4,884–5,140 steps)",75,260,354,89,164,304,85,157,295,55,103,229,65,121,251,36,69,188,Grotle.png
Groudon,Ground,Continent Pokémon,3.5 m (11′06″),950.0 kg (2094.4 lbs),1. Drought,3 Attack,"3 (0.4% with PokéBall, full HP)",0 (lower than normal),335,Slow,Undiscovered,Genderless,"120 (30,584–30,840 steps)",100,310,404,150,274,438,140,256,416,100,184,328,90,166,306,90,166,306,Groudon.png
Primal Groudon,"Ground, Fire",Continent Pokémon,5.0 m (16′05″),999.7 kg (2204.0 lbs),1. Desolate Land,3 Attack,"5 (0.7% with PokéBall, full HP)",0 (lower than normal),347,Slow,Undiscovered,Genderless,"120 (30,584–30,840 steps)",100,310,404,180,328,504,160,292,460,150,274,438,90,166,306,90,166,306,Primal Groudon.png
Grovyle,Grass,Wood Gecko Pokémon,0.9 m (2′11″),21.6 kg (47.6 lbs),"1. Overgrow, Unburden (hidden ability)",2 Speed,"45 (5.9% with PokéBall, full HP)",50 (normal),142,Medium Slow,"Dragon, Monster","87.5% male, 12.5% female","20 (4,884–5,140 steps)",50,210,304,65,121,251,45,85,207,85,157,295,65,121,251,95,175,317,Grovyle.png
Growlithe,Fire,Puppy Pokémon,0.7 m (2′04″),19.0 kg (41.9 lbs),"1. Intimidate, 2. Flash Fire, Justified (hidden ability)",1 Attack,"190 (24.8% with PokéBall, full HP)",50 (normal),70,Slow,Field,"75% male, 25% female","20 (4,884–5,140 steps)",55,220,314,70,130,262,45,85,207,70,130,262,50,94,218,60,112,240,Growlithe.png
Hisuian Growlithe,"Fire, Rock",Scout Pokémon,0.8 m (2′07″),22.7 kg (50.0 lbs),"1. Intimidate, 2. Flash Fire, Rock Head (hidden ability)",1 Attack,"190 (24.8% with PokéBall, full HP)",50 (normal),70,Slow,Field,"75% male, 25% female","20 (4,884–5,140 steps)",60,230,324,75,139,273,45,85,207,65,121,251,50,94,218,55,103,229,Hisuian Growlithe.png
Grubbin,Bug,Larva Pokémon,0.4 m (1′04″),4.4 kg (9.7 lbs),1. Swarm,1 Attack,"255 (33.3% with PokéBall, full HP)",50 (normal),60,Medium Fast,Bug,"50% male, 50% female","15 (3,599–3,855 steps)",47,204,298,62,116,245,45,85,207,55,103,229,45,85,207,46,87,210,Grubbin.png
Grumpig,Psychic,Manipulate Pokémon,0.9 m (2′11″),71.5 kg (157.6 lbs),"1. Thick Fat, 2. Own Tempo, Gluttony (hidden ability)",2 Sp. Def,"60 (7.8% with PokéBall, full HP)",50 (normal),165,Fast,Field,"50% male, 50% female","20 (4,884–5,140 steps)",80,270,364,45,85,207,65,121,251,90,166,306,110,202,350,80,148,284,Grumpig.png
Gulpin,Poison,Stomach Pokémon,0.4 m (1′04″),10.3 kg (22.7 lbs),"1. Liquid Ooze, 2. Sticky Hold, Gluttony (hidden ability)",1 HP,"225 (29.4% with PokéBall, full HP)",50 (normal),60,Fluctuating,Amorphous,"50% male, 50% female","20 (4,884–5,140 steps)",70,250,344,43,81,203,53,99,225,43,81,203,53,99,225,40,76,196,Gulpin.png
Gumshoos,Normal,Stakeout Pokémon,0.7 m (2′04″),14.2 kg (31.3 lbs),"1. Strong Jaw, 2. Stakeout, Adaptability (hidden ability)",2 Attack,"127 (16.6% with PokéBall, full HP)",50 (normal),146,Medium Fast,Field,"50% male, 50% female","15 (3,599–3,855 steps)",88,286,380,110,202,350,60,112,240,55,103,229,60,112,240,45,85,207,Gumshoos.png
Gurdurr,Fighting,Muscular Pokémon,1.2 m (3′11″),40.0 kg (88.2 lbs),"1. Guts, 2. Sheer Force, Iron Fist (hidden ability)",2 Attack,"90 (11.8% with PokéBall, full HP)",50 (normal),142,Medium Slow,Human-Like,"75% male, 25% female","20 (4,884–5,140 steps)",85,280,374,105,193,339,85,157,295,40,76,196,50,94,218,40,76,196,Gurdurr.png
Guzzlord,"Dark, Dragon",Junkivore Pokémon,5.5 m (18′01″),888.0 kg (1957.7 lbs),1. Beast Boost,3 HP,"45 (5.9% with PokéBall, full HP)",0 (lower than normal),257,Slow,Undiscovered,Genderless,"120 (30,584–30,840 steps)",223,556,650,101,186,331,53,99,225,97,179,322,53,99,225,43,81,203,Guzzlord.png
Gyarados,"Water, Flying",Atrocious Pokémon,6.5 m (21′04″),235.0 kg (518.1 lbs),"1. Intimidate, Moxie (hidden ability)",2 Attack,"45 (5.9% with PokéBall, full HP)",50 (normal),189,Slow,"Dragon, Water 2","50% male, 50% female","5 (1,029–1,285 steps)",95,300,394,125,229,383,79,146,282,60,112,240,100,184,328,81,150,287,Gyarados.png
Mega Gyarados,"Water, Dark",Atrocious Pokémon,6.5 m (21′04″),305.0 kg (672.4 lbs),1. Mold Breaker,2 Attack,"45 (5.9% with PokéBall, full HP)",50 (normal),224,Slow,"Dragon, Water 2","50% male, 50% female","5 (1,029–1,285 steps)",95,300,394,155,283,449,109,200,348,70,130,262,130,238,394,81,150,287,Mega Gyarados.png
Hakamo-o,"Dragon, Fighting",Scaly Pokémon,1.2 m (3′11″),47.0 kg (103.6 lbs),"1. Bulletproof, 2. Soundproof, Overcoat (hidden ability)",2 Defense,"45 (5.9% with PokéBall, full HP)",50 (normal),147,Slow,Dragon,"50% male, 50% female","40 (10,024–10,280 steps)",55,220,314,75,139,273,90,166,306,65,121,251,70,130,262,65,121,251,Hakamo-o.png
Happiny,Normal,Playhouse Pokémon,0.6 m (2′00″),24.4 kg (53.8 lbs),"1. Natural Cure, 2. Serene Grace, Friend Guard (hidden ability)",1 HP,"130 (17.0% with PokéBall, full HP)",140 (higher than normal),110,Fast,Undiscovered,"0% male, 100% female","40 (10,024–10,280 steps)",100,310,404,5,13,119,5,13,119,15,31,141,65,121,251,30,58,174,Happiny.png
Hariyama,Fighting,Arm Thrust Pokémon,2.3 m (7′07″),253.8 kg (559.5 lbs),"1. Thick Fat, 2. Guts, Sheer Force (hidden ability)",2 HP,"200 (26.1% with PokéBall, full HP)",50 (normal),166,Fluctuating,Human-Like,"75% male, 25% female","20 (4,884–5,140 steps)",144,398,492,120,220,372,60,112,240,40,76,196,60,112,240,50,94,218,Hariyama.png
Hatenna,Psychic,Calm Pokémon,0.4 m (1′04″),3.4 kg (7.5 lbs),"1. Healer, 2. Anticipation, Magic Bounce (hidden ability)",1 Sp. Atk,"235 (30.7% with PokéBall, full HP)",50 (normal),53,Slow,Fairy,"0% male, 100% female","20 (4,884–5,140 steps)",42,194,288,30,58,174,45,85,207,56,105,232,53,99,225,39,74,194,Hatenna.png
Hatterene,"Psychic, Fairy",Silent Pokémon,2.1 m (6′11″),5.1 kg (11.2 lbs),"1. Healer, 2. Anticipation, Magic Bounce (hidden ability)",3 Sp. Atk,"45 (5.9% with PokéBall, full HP)",50 (normal),255,Slow,Fairy,"0% male, 100% female","20 (4,884–5,140 steps)",57,224,318,90,166,306,95,175,317,136,249,408,103,189,335,29,56,172,Hatterene.png
Hattrem,Psychic,Serene Pokémon,0.6 m (2′00″),4.8 kg (10.6 lbs),"1. Healer, 2. Anticipation, Magic Bounce (hidden ability)",2 Sp. Atk,"120 (15.7% with PokéBall, full HP)",50 (normal),130,Slow,Fairy,"0% male, 100% female","20 (4,884–5,140 steps)",57,224,318,40,76,196,65,121,251,86,159,298,73,135,269,49,92,216,Hattrem.png
Haunter,"Ghost, Poison",Gas Pokémon,1.6 m (5′03″),0.1 kg (0.2 lbs),1. Levitate,2 Sp. Atk,"90 (11.8% with PokéBall, full HP)",50 (normal),142,Medium Slow,Amorphous,"50% male, 50% female","20 (4,884–5,140 steps)",45,200,294,50,94,218,45,85,207,115,211,361,55,103,229,95,175,317,Haunter.png
Hawlucha,"Fighting, Flying",Wrestling Pokémon,0.8 m (2′07″),21.5 kg (47.4 lbs),"1. Limber, 2. Unburden, Mold Breaker (hidden ability)",2 Attack,"100 (13.1% with PokéBall, full HP)",50 (normal),175,Medium Fast,"Flying, Human-Like","50% male, 50% female","20 (4,884–5,140 steps)",78,266,360,92,170,311,75,139,273,74,137,271,63,117,247,118,216,368,Hawlucha.png
Haxorus,Dragon,Axe Jaw Pokémon,1.8 m (5′11″),105.5 kg (232.6 lbs),"1. Rivalry, 2. Mold Breaker, Unnerve (hidden ability)",3 Attack,"45 (5.9% with PokéBall, full HP)",35 (lower than normal),270,Slow,"Dragon, Monster","50% male, 50% female","40 (10,024–10,280 steps)",76,262,356,147,269,432,90,166,306,60,112,240,70,130,262,97,179,322,Haxorus.png
Heatmor,Fire,Anteater Pokémon,1.4 m (4′07″),58.0 kg (127.9 lbs),"1. Gluttony, 2. Flash Fire, White Smoke (hidden ability)",2 Sp. Atk,"90 (11.8% with PokéBall, full HP)",50 (normal),169,Medium Fast,Field,"50% male, 50% female","20 (4,884–5,140 steps)",85,280,374,97,179,322,66,123,254,105,193,339,66,123,254,65,121,251,Heatmor.png
Heatran,"Fire, Steel",Lava Dome Pokémon,1.7 m (5′07″),430.0 kg (948.0 lbs),"1. Flash Fire, Flame Body (hidden ability)",3 Sp. Atk,"3 (0.4% with PokéBall, full HP)",100 (higher than normal),300,Slow,Undiscovered,"50% male, 50% female","10 (2,314–2,570 steps)",91,292,386,90,166,306,106,195,342,130,238,394,106,195,342,77,143,278,Heatran.png
Heliolisk,"Electric, Normal",Generator Pokémon,1.0 m (3′03″),21.0 kg (46.3 lbs),"1. Dry Skin, 2. Sand Veil, Solar Power (hidden ability)","1 Sp. Atk, 1 Speed","75 (9.8% with PokéBall, full HP)",50 (normal),168,Medium Fast,"Dragon, Monster","50% male, 50% female","20 (4,884–5,140 steps)",62,234,328,55,103,229,52,98,223,109,200,348,94,173,315,109,200,348,Heliolisk.png
Helioptile,"Electric, Normal",Generator Pokémon,0.5 m (1′08″),6.0 kg (13.2 lbs),"1. Dry Skin, 2. Sand Veil, Solar Power (hidden ability)",1 Speed,"190 (24.8% with PokéBall, full HP)",50 (normal),58,Medium Fast,"Dragon, Monster","50% male, 50% female","20 (4,884–5,140 steps)",44,198,292,38,72,192,33,63,181,61,114,243,43,81,203,70,130,262,Helioptile.png
Heracross,"Bug, Fighting",Single Horn Pokémon,1.5 m (4′11″),54.0 kg (119.0 lbs),"1. Swarm, 2. Guts, Moxie (hidden ability)",2 Attack,"45 (5.9% with PokéBall, full HP)",50 (normal),175,Slow,Bug,"50% male, 50% female","25 (6,169–6,425 steps)",80,270,364,125,229,383,75,139,273,40,76,196,95,175,317,85,157,295,Heracross.png
Mega Heracross,"Bug, Fighting",Single Horn Pokémon,1.7 m (5′07″),62.5 kg (137.8 lbs),1. Skill Link,2 Attack,"45 (5.9% with PokéBall, full HP)",50 (normal),210,Slow,Bug,"50% male, 50% female","25 (6,169–6,425 steps)",80,270,364,185,337,515,115,211,361,40,76,196,105,193,339,75,139,273,Mega Heracross.png
Herdier,Normal,Loyal Dog Pokémon,0.9 m (2′11″),14.7 kg (32.4 lbs),"1. Intimidate, 2. Sand Rush, Scrappy (hidden ability)",2 Attack,"120 (15.7% with PokéBall, full HP)",50 (normal),130,Medium Slow,Field,"50% male, 50% female","15 (3,599–3,855 steps)",65,240,334,80,148,284,65,121,251,35,67,185,65,121,251,60,112,240,Herdier.png
Hippopotas,Ground,Hippo Pokémon,0.8 m (2′07″),49.5 kg (109.1 lbs),"1. Sand Stream, Sand Force (hidden ability)",1 Defense,"140 (18.3% with PokéBall, full HP)",50 (normal),66,Slow,Field,"50% male, 50% female","30 (7,454–7,710 steps)",68,246,340,72,134,267,78,144,280,38,72,192,42,80,201,32,62,179,Hippopotas.png
Hippowdon,Ground,Heavyweight Pokémon,2.0 m (6′07″),300.0 kg (661.4 lbs),"1. Sand Stream, Sand Force (hidden ability)",2 Defense,"60 (7.8% with PokéBall, full HP)",50 (normal),184,Slow,Field,"50% male, 50% female","30 (7,454–7,710 steps)",108,326,420,112,206,355,118,216,368,68,126,258,72,134,267,47,89,212,Hippowdon.png
Hitmonchan,Fighting,Punching Pokémon,1.4 m (4′07″),50.2 kg (110.7 lbs),"1. Keen Eye, 2. Iron Fist, Inner Focus (hidden ability)",2 Sp. Def,"45 (5.9% with PokéBall, full HP)",50 (normal),159,Medium Fast,Human-Like,"100% male, 0% female","25 (6,169–6,425 steps)",50,210,304,105,193,339,79,146,282,35,67,185,110,202,350,76,141,276,Hitmonchan.png
